CustomerID,Name,Gender,Age,Location,SignUpDate,LastLoginDate,TotalSpend,NoOfOrders,PreferredCategory,PaymentMethod,DeviceUsed,RatingGiven,IsPremiumMember
CUST1846,Brandi Haney,Male,53,East Angela,2023-02-01,2025-04-29,14640,18,Electronics,Credit Card,Desktop,4,No
CUST1847,Joseph Smith,Other,56,Guerreroport,2024-07-04,2025-05-12,32155,11,Clothing,Cash on Delivery,Tablet,3,No
CUST1848,Jessica Bowen,Female,27,Mosleystad,2024-06-17,2025-04-23,43972,9,Clothing,Net Banking,Tablet,3,Yes
CUST1849,Brittany Jenkins,Female,42,Millermouth,2023-10-22,2025-04-19,49937,7,Home,Net Banking,Desktop,3,No
CUST1850,Shannon Miller,Male,35,East Austin,2024-05-10,2025-04-18,49916,11,Electronics,Wallet,Desktop,2,No
CUST1851,Paul Lawrence,Female,36,Lake Wendybury,2022-12-04,2025-04-14,7316,15,Beauty,Debit Card,Tablet,2,No
CUST1852,Victor Edwards,Male,53,Priceside,2022-09-30,2025-05-12,12139,8,Books,Credit Card,Mobile,2,No
CUST1853,Donald Miller,Female,27,Victormouth,2023-09-18,2025-04-17,47692,6,Beauty,Wallet,Mobile,4,No
CUST1854,Lindsay Lawson,Male,50,North Matthewmouth,2024-08-14,2025-05-12,47233,11,Clothing,Wallet,Mobile,4,Yes
CUST1855,Melissa Abbott,Male,22,South Davidhaven,2024-03-16,2025-04-23,29992,8,Beauty,Credit Card,Tablet,,No
CUST1856,Elizabeth Holmes,Male,64,Bentleyside,2022-12-20,2025-05-11,11740,5,Clothing,Net Banking,Tablet,4,No
CUST1857,Nicole Phillips,Male,52,Lake Beth,2023-06-22,2025-04-20,33198,10,Clothing,Debit Card,Mobile,1,Yes
CUST1858,Steven Blevins,Female,61,North Jillfort,2022-11-11,2025-05-08,27457,13,Clothing,Net Banking,Mobile,5,No
CUST1859,Brian Porter MD,Male,51,South Rebeccaton,2023-09-12,2025-04-26,33308,15,Clothing,Wallet,Desktop,5,No
CUST1860,Vanessa Hatfield,Female,50,Lake Deborah,2022-07-21,2025-05-01,6327,14,Clothing,Debit Card,Tablet,3,Yes
CUST1861,Bonnie Valencia,Male,38,East Cynthiaport,2022-11-28,2025-05-04,33262,7,Home,Cash on Delivery,Tablet,4,No
CUST1862,Holly Vega,Female,34,South Cherylshire,2024-06-27,2025-05-07,8759,8,Beauty,Wallet,Mobile,,No
CUST1863,Tiffany Townsend,Male,39,Port Lisaville,2023-07-24,2025-05-05,15349,6,Home,Net Banking,Mobile,4,No
CUST1864,Austin Baker,Male,54,Larsonbury,2023-11-25,2025-04-23,16732,9,Home,Net Banking,Tablet,5,No
CUST1865,Antonio Mccormick,Female,32,Port Jamesmouth,2024-03-12,2025-04-25,41072,12,Electronics,Net Banking,Desktop,1,Yes
CUST1866,Lori Mason,Male,52,Nguyenshire,2023-07-27,2025-04-20,24673,16,Electronics,Credit Card,Mobile,2,Yes
CUST1867,Michael Miller,Male,45,West Mary,2023-06-26,2025-04-16,5874,8,Electronics,Wallet,Tablet,3,No
CUST1868,Lisa Ramirez,Female,24,Port Brandon,2024-12-21,2025-04-16,21674,11,Books,Debit Card,Tablet,4,No
CUST1869,Jorge Harris,Female,49,West Bryan,2023-06-27,2025-04-20,24067,11,Electronics,Net Banking,Desktop,5,No
CUST1870,Kimberly Myers,Male,28,Donaldchester,2024-07-25,2025-04-29,35792,11,Beauty,Net Banking,Desktop,,No
CUST1871,Sandra Becker,Male,27,Lake Mitchell,2023-09-12,2025-05-12,9777,7,Home,Credit Card,Mobile,3,No
CUST1872,Michael Blair,Female,26,South John,2024-03-20,2025-05-05,32100,7,Beauty,Debit Card,Mobile,1,No
CUST1873,Amy Miller,Male,31,East Craigfurt,2023-01-25,2025-05-08,10385,12,Electronics,Wallet,Mobile,5,Yes
CUST1874,Jesse Lynch,Male,30,North Nichole,2023-09-16,2025-05-01,1278,9,Books,Cash on Delivery,Tablet,4,Yes
CUST1875,Patrick Yang,Male,42,North Adrianland,2024-06-15,2025-04-29,29665,8,Books,Credit Card,Mobile,2,Yes
CUST1876,Michael Miles,Female,19,Robertfort,2023-01-03,2025-05-12,1992,9,Home,Wallet,Tablet,3,No
CUST1877,Troy Mills,Female,52,East Douglas,2024-09-23,2025-05-10,30962,6,Beauty,Cash on Delivery,Mobile,4,Yes
CUST1878,Michelle Jackson,Male,24,Alexandrachester,2025-02-28,2025-04-21,14115,6,Clothing,Net Banking,Desktop,4,No
CUST1879,Richard Adams,Male,38,East Cheryl,2025-01-27,2025-04-21,45400,8,Beauty,Net Banking,Desktop,3,No
CUST1880,Patricia Johnson,Male,35,New Hectorfort,2024-03-27,2025-05-06,43446,4,Electronics,Debit Card,Tablet,3,No
CUST1881,Denise Brown,Female,20,Lake Margaretport,2022-08-04,2025-04-28,8351,14,Clothing,Cash on Delivery,Desktop,,No
CUST1882,Laura Jones,Male,59,Robertside,2023-03-03,2025-05-13,16788,12,Books,Net Banking,Tablet,4,No
CUST1883,Ian Porter,Male,56,East David,2022-12-30,2025-04-30,7656,14,Home,Net Banking,Tablet,3,No
CUST1884,Holly Scott,Female,58,New Michaelside,2022-08-06,2025-04-28,2544,7,Home,Debit Card,Desktop,3,No
CUST1885,Kenneth Sharp,Male,28,South Kaylee,2023-05-06,2025-05-01,7868,7,Books,Wallet,Tablet,4,No
CUST1886,Jordan Williams,Female,56,West Brian,2023-02-22,2025-04-14,20400,6,Electronics,Net Banking,Desktop,2,No
CUST1887,Dana Ruiz,Male,41,Port Edwardfort,2022-07-08,2025-05-09,31100,10,Books,Credit Card,Mobile,2,No
CUST1888,Chris Velazquez,Male,63,Thompsonton,2024-05-13,2025-05-12,46903,6,Electronics,Credit Card,Mobile,4,No
CUST1889,Kristen Sloan,Male,36,Lake Michaelborough,2023-06-22,2025-04-21,26134,4,Clothing,Wallet,Desktop,3,No
CUST1890,Jennifer Morris,Female,21,Kingmouth,2023-01-23,2025-04-16,9668,10,Books,Cash on Delivery,Desktop,4,No
CUST1891,Nathan Nelson,Female,43,North Joyside,2024-05-08,2025-04-25,21461,14,Electronics,Debit Card,Desktop,2,No
CUST1892,Jake Shaw,Female,55,East Kristen,2024-03-21,2025-05-08,44596,10,Clothing,Credit Card,Desktop,4,No
CUST1893,Cassie Brock,Male,59,Robertsonland,2022-11-10,2025-05-11,46587,6,Books,Credit Card,Mobile,3,No
CUST1894,Dr. Andrea Marshall,Female,49,Lake Sean,2024-06-20,2025-04-16,24352,8,Home,Wallet,Tablet,1,No
CUST1895,Ryan Murphy,Male,56,Robertmouth,2022-07-16,2025-05-04,33610,7,Books,Cash on Delivery,Tablet,2,No
CUST1896,Aimee Gonzalez,Male,62,Port Daniel,2024-03-29,2025-04-30,32674,9,Beauty,Cash on Delivery,Mobile,5,No
CUST1897,Elizabeth Dean,Female,63,North Joel,2023-11-18,2025-04-23,34715,10,Books,Wallet,Tablet,5,No
CUST1898,Kevin Snyder,Male,53,Kanefurt,2024-10-01,2025-04-23,27455,5,Beauty,Credit Card,Mobile,2,No
CUST1899,Christie Mccullough,Male,57,North Thomas,2024-06-05,2025-04-23,7081,10,Clothing,Debit Card,Tablet,4,Yes
CUST1900,Danielle Smith,Male,54,Brownchester,2024-04-24,2025-04-17,45119,13,Books,Credit Card,Desktop,4,No
CUST1901,David Reed,Male,50,East Sarah,2024-06-17,2025-04-30,6817,12,Clothing,Cash on Delivery,Desktop,,No
CUST1902,Sherry Tapia,Male,53,Thompsonstad,2022-11-04,2025-04-23,43356,12,Clothing,Credit Card,Desktop,3,Yes
CUST1903,Matthew Sweeney,Female,20,South Jennifer,2022-12-29,2025-05-07,46214,7,Electronics,Debit Card,Mobile,4,No
CUST1904,Ashley Moreno,Male,26,Theresaborough,2022-11-22,2025-05-06,27149,12,Clothing,Net Banking,Mobile,1,No
CUST1905,Johnathan Brown,Female,25,Davidshire,2023-11-08,2025-05-13,23632,7,Clothing,Credit Card,Tablet,3,No
CUST1906,Michelle Davis DVM,Female,50,West Derekmouth,2022-10-06,2025-04-30,17289,15,Books,Wallet,Tablet,,No
CUST1907,Kelly Haynes,Male,23,Barnesmouth,2023-03-26,2025-05-12,15067,7,Books,Net Banking,Tablet,4,No
CUST1908,William Miller,Male,58,West Cassandra,2023-07-29,2025-05-11,15368,8,Home,Wallet,Mobile,3,No
CUST1909,Casey Wilkins,Male,56,New Tara,2023-02-18,2025-04-30,24870,5,Electronics,Wallet,Tablet,2,No
CUST1910,Keith Graham,Female,21,North Robert,2023-01-30,2025-05-13,43033,12,Clothing,Wallet,Desktop,4,Yes
CUST1911,Cynthia Green,Male,30,Atkinsborough,2024-07-12,2025-04-28,30983,8,Electronics,Credit Card,Tablet,4,No
CUST1912,Robert Haynes,Female,19,Hoodview,2023-07-11,2025-05-04,12966,8,Beauty,Cash on Delivery,Desktop,3,No
CUST1913,Emily Nelson,Male,22,Lake Ronniebury,2024-10-04,2025-04-29,29303,14,Clothing,Net Banking,Mobile,,No
CUST1914,Dale Chan,Female,61,West Ryan,2025-03-09,2025-04-21,18730,14,Electronics,Debit Card,Desktop,1,No
CUST1915,Brittney Martin,Male,44,New Sophia,2024-11-08,2025-04-19,18362,10,Home,Cash on Delivery,Desktop,3,No
CUST1916,Jason Herrera,Male,49,South Tinaton,2023-04-08,2025-05-06,43855,6,Home,Credit Card,Desktop,5,No
CUST1917,Christine Parker,Female,38,Quinnhaven,2024-11-05,2025-04-16,31759,15,Clothing,Wallet,Mobile,3,No
CUST1918,Bryan Moore,Female,25,South Amandafort,2022-05-20,2025-05-08,34039,6,Beauty,Debit Card,Mobile,3,No
CUST1919,Samantha Terry,Male,55,South Tylerland,2024-08-08,2025-04-24,22409,7,Home,Net Banking,Mobile,4,No
CUST1920,Russell Murphy,Female,25,Lake Jessicaborough,2024-10-16,2025-04-14,31295,4,Home,Cash on Delivery,Mobile,5,No
CUST1921,David Kelly,Female,20,West Kenneth,2023-02-18,2025-04-24,49568,9,Beauty,Cash on Delivery,Tablet,2,Yes
CUST1922,Megan Green,Female,61,North Timothyport,2024-02-19,2025-04-25,9270,12,Electronics,Debit Card,Mobile,5,No
CUST1923,Amanda Sullivan MD,Female,20,Lake Stephen,2022-09-10,2025-05-06,11593,14,Home,Credit Card,Desktop,4,Yes
CUST1924,Danielle Murray,Male,39,South Stevenberg,2023-05-31,2025-04-24,47071,8,Books,Net Banking,Mobile,2,Yes
CUST1925,Brenda Smith,Male,23,Lopezstad,2024-06-25,2025-04-25,693,12,Home,Debit Card,Tablet,4,No
CUST1926,Vickie Anderson,Male,19,Padillatown,2025-03-30,2025-05-07,35275,8,Electronics,Wallet,Tablet,3,No
CUST1927,Jacqueline Mccoy,Female,40,South Patriciamouth,2022-10-07,2025-04-30,18069,13,Electronics,Net Banking,Tablet,3,No
CUST1928,Lauren Green,Female,61,West Ronaldview,2023-10-06,2025-05-02,11690,14,Clothing,Cash on Delivery,Desktop,4,No
CUST1929,Alison Brown,Male,19,Port Gail,2022-06-23,2025-04-23,43252,6,Books,Debit Card,Mobile,,No
CUST1930,Jill Anderson,Male,55,Jillton,2023-07-29,2025-05-03,32827,12,Electronics,Cash on Delivery,Mobile,2,No
CUST1931,Sandra Rivera,Female,34,Pamelaville,2025-04-06,2025-04-22,42570,9,Beauty,Cash on Delivery,Mobile,3,No
CUST1932,Joel Jackson,Other,52,Diazton,2025-04-05,2025-04-14,20889,7,Books,Cash on Delivery,Desktop,3,No
CUST1933,Samantha Foster,Female,51,Michaelside,2022-11-19,2025-05-01,40697,14,Books,Credit Card,Desktop,3,No
CUST1934,Michael Thompson,Male,40,New Jennaborough,2024-01-16,2025-04-14,2761,10,Beauty,Cash on Delivery,Tablet,3,No
CUST1935,Cody Ramirez,Male,47,West John,2023-12-15,2025-04-17,28869,17,Home,Wallet,Tablet,1,No
CUST1936,Amanda Harvey,Male,25,Lake Timothyshire,2024-11-16,2025-05-01,27012,9,Beauty,Wallet,Mobile,4,Yes
CUST1937,Edward Jenkins,Female,39,Port Julie,2022-10-25,2025-04-15,7216,12,Beauty,Net Banking,Desktop,3,Yes
CUST1938,Amy Ramirez,Male,61,West Michael,2023-09-28,2025-05-10,21759,9,Home,Cash on Delivery,Desktop,2,Yes
CUST1939,Curtis Wilkerson,Female,53,Wesleychester,2023-01-07,2025-04-19,29433,11,Home,Cash on Delivery,Mobile,5,Yes
CUST1940,Lydia Pham,Male,22,Brianstad,2022-06-27,2025-04-20,42189,12,Home,Debit Card,Mobile,5,No
CUST1941,Virginia Casey,Female,30,Shaunhaven,2022-09-16,2025-04-28,4878,9,Home,Credit Card,Tablet,3,Yes
CUST1942,Joshua Washington,Female,46,South Jenniferside,2024-04-27,2025-05-05,41083,7,Home,Net Banking,Tablet,3,Yes
CUST1943,Kathryn Price,Female,48,Shannonstad,2025-03-03,2025-04-23,47046,17,Beauty,Cash on Delivery,Tablet,4,Yes
CUST1944,Francis Robinson,Male,64,East Patriciamouth,2024-05-28,2025-05-12,20335,12,Clothing,Debit Card,Mobile,3,Yes
CUST1945,Paula Brown,Male,33,North Peterburgh,2024-04-18,2025-05-01,29533,14,Clothing,Credit Card,Mobile,2,Yes
CUST1946,Kendra Wang DVM,Male,59,Susanland,2025-01-14,2025-04-16,24500,12,Electronics,Net Banking,Tablet,4,No
CUST1947,Ariel Sandoval,Female,47,East Joshuaberg,2023-07-06,2025-04-15,45996,13,Clothing,Net Banking,Tablet,1,No
CUST1948,Robert Stark,Female,33,Hernandezborough,2024-11-22,2025-04-23,10832,11,Clothing,Cash on Delivery,Desktop,1,Yes
CUST1949,Zachary Robinson,Female,29,West Robertside,2025-03-01,2025-04-23,43104,10,Beauty,Net Banking,Desktop,1,No
CUST1950,Rebecca Kelly,Female,34,South Michael,2022-05-23,2025-04-27,3300,11,Home,Debit Card,Tablet,2,No
CUST1951,Sarah Thompson,Female,33,Rojastown,2023-10-07,2025-04-22,30038,9,Home,Net Banking,Tablet,1,Yes
CUST1952,Renee Wolfe,Male,29,Jaimetown,2022-07-21,2025-04-24,30619,13,Beauty,Wallet,Desktop,,No
CUST1953,Alyssa Haynes,Female,25,Port Stacey,2025-02-26,2025-04-26,8833,11,Clothing,Debit Card,Tablet,3,No
CUST1954,Kristy Hart,Male,37,Robertmouth,2025-01-04,2025-04-22,5910,12,Beauty,Credit Card,Desktop,2,No
CUST1955,William Keith,Male,20,Toddhaven,2024-04-16,2025-04-30,18339,7,Electronics,Credit Card,Desktop,2,No
CUST1956,Eric Henry Jr.,Female,33,Ellisshire,2023-09-30,2025-05-10,31019,11,Home,Cash on Delivery,Desktop,5,Yes
CUST1957,Daniel Fox,Male,47,Port Kirk,2024-10-14,2025-04-25,6308,7,Books,Cash on Delivery,Mobile,4,No
CUST1958,Thomas Harris,Male,62,Jeremystad,2022-11-30,2025-04-22,7296,10,Electronics,Wallet,Mobile,3,No
CUST1959,Mitchell Sellers,Female,40,Kaylaton,2023-04-07,2025-04-23,21680,10,Electronics,Credit Card,Tablet,5,No
CUST1960,Erica Johnson,Male,45,West Justin,2022-07-28,2025-04-15,43556,7,Beauty,Credit Card,Desktop,3,Yes
CUST1961,Sylvia Schroeder,Female,57,New Sandra,2025-02-06,2025-04-22,18209,9,Clothing,Credit Card,Mobile,3,No
CUST1962,Shannon Yu,Male,22,Ianburgh,2023-07-27,2025-04-26,18043,7,Home,Credit Card,Tablet,2,No
CUST1963,Tom Foster,Male,37,East John,2023-09-28,2025-04-18,37918,7,Books,Net Banking,Tablet,3,No
CUST1964,Eric Taylor,Male,57,West Autumnmouth,2022-08-08,2025-04-15,29575,9,Electronics,Debit Card,Tablet,3,Yes
CUST1965,Travis Conner,Male,61,Mikeborough,2022-08-31,2025-04-20,38255,13,Books,Debit Card,Tablet,4,No
CUST1966,Marie Thompson,Female,18,Lake Loganstad,2024-09-09,2025-05-02,48468,5,Clothing,Wallet,Tablet,3,No
CUST1967,Melissa Mcfarland,Male,47,West Shane,2024-12-04,2025-04-19,37965,11,Clothing,Net Banking,Desktop,4,No
CUST1968,Courtney Chapman,Female,38,New Kevin,2023-12-27,2025-04-30,31002,7,Books,Credit Card,Tablet,1,No
CUST1969,Eric Barker,Male,37,South Sarahberg,2022-10-04,2025-04-24,17224,8,Home,Credit Card,Desktop,2,No
CUST1970,Nicholas Rush,Female,23,Reillyberg,2024-01-23,2025-04-28,4328,14,Clothing,Cash on Delivery,Mobile,3,No
CUST1971,Jenna Gamble,Female,39,Lake Amyhaven,2023-06-14,2025-05-06,17587,8,Books,Cash on Delivery,Tablet,5,No
CUST1972,Amanda Guzman,Female,35,Deborahport,2023-02-14,2025-04-25,13105,5,Electronics,Wallet,Mobile,3,No
CUST1973,Tracy Walker,Male,25,Kempshire,2023-05-21,2025-05-01,31837,10,Books,Credit Card,Desktop,4,No
CUST1974,Taylor Taylor,Male,56,Port Annette,2024-01-23,2025-05-02,5982,11,Books,Wallet,Desktop,3,Yes
CUST1975,Cynthia Haas,Male,49,Morganville,2022-09-29,2025-04-22,27505,8,Beauty,Net Banking,Mobile,2,No
CUST1976,Stephen Davis,Female,50,Mcculloughberg,2022-06-14,2025-05-09,23260,5,Clothing,Debit Card,Tablet,1,No
CUST1977,Margaret Tanner,Male,33,West Angelbury,2023-04-02,2025-05-05,5963,12,Home,Credit Card,Tablet,3,No
CUST1978,Derek Wright,Female,29,Howardmouth,2023-01-22,2025-04-17,47128,11,Home,Net Banking,Mobile,2,No
CUST1979,David Rodriguez,Female,55,New Danielleshire,2024-01-07,2025-04-19,5412,10,Beauty,Credit Card,Mobile,2,No
CUST1980,James Oconnor,Male,51,Port Shari,2024-01-29,2025-04-21,5148,9,Home,Cash on Delivery,Mobile,4,No
CUST1981,Stacey Snyder,Female,31,Jamesland,2023-07-30,2025-04-20,34123,13,Books,Wallet,Tablet,1,Yes
CUST1982,Joshua Garcia,Male,53,Rhodesland,2025-02-12,2025-04-23,36134,8,Beauty,Cash on Delivery,Tablet,4,No
CUST1983,Sean Curtis,Male,50,Leemouth,2025-02-23,2025-04-23,45102,9,Electronics,Debit Card,Tablet,3,Yes
CUST1984,Carla Jones,Female,40,Lake Michaelberg,2023-01-08,2025-05-09,49562,4,Clothing,Cash on Delivery,Mobile,4,No
CUST1985,Elizabeth Flores,Female,62,Woodstad,2022-11-17,2025-05-02,49834,11,Clothing,Credit Card,Tablet,4,No
CUST1986,Angela Jackson,Female,19,West Michaelport,2023-08-20,2025-05-02,3612,11,Clothing,Cash on Delivery,Desktop,3,No
CUST1987,Nicholas Payne,Male,58,Sawyerland,2024-06-14,2025-04-29,22554,12,Books,Credit Card,Mobile,3,No
CUST1988,Anna Wheeler,Male,38,Lake Pamela,2024-03-15,2025-05-13,4992,5,Electronics,Debit Card,Tablet,4,Yes
CUST1989,Karen Johnson,Female,19,Laraport,2023-09-07,2025-05-04,22707,10,Beauty,Cash on Delivery,Mobile,5,Yes
CUST1990,Carmen Preston,Female,44,Port Jessica,2025-04-12,2025-04-25,15614,9,Beauty,Wallet,Desktop,2,No
CUST1991,Brian Harris,Female,26,Chandlerchester,2024-12-06,2025-04-16,34785,10,Clothing,Wallet,Desktop,1,No
CUST1992,Michael Bowen,Male,18,Port Brenda,2022-12-03,2025-05-13,16518,11,Electronics,Wallet,Mobile,5,Yes
CUST1993,Deborah Campbell,Female,28,East Jaredfort,2023-11-22,2025-05-12,21886,10,Electronics,Cash on Delivery,Mobile,3,No
CUST1994,Anthony Armstrong,Male,20,Carlshire,2025-03-12,2025-04-23,18240,12,Electronics,Cash on Delivery,Desktop,4,No
CUST1995,Brittany Ward,Male,40,Davischester,2022-10-10,2025-05-09,44699,10,Home,Cash on Delivery,Mobile,3,No
CUST1996,Edward Stanley,Female,43,Robertside,2023-12-05,2025-04-28,8710,3,Home,Credit Card,Desktop,2,No
CUST1997,Christina Johnson,Male,21,Pageberg,2024-07-18,2025-04-21,44863,9,Clothing,Debit Card,Desktop,4,No
CUST1998,Edgar Miller,Female,35,East Marisa,2023-03-20,2025-04-29,46139,9,Electronics,Wallet,Tablet,4,No
CUST1999,Elizabeth Sanders,Male,23,Angelaton,2024-06-12,2025-04-25,13243,16,Electronics,Credit Card,Mobile,2,No
